n: 20	p: 2
FO:	45954.152344
HUBS:	[6, 16]
OR	H1	H2	DS	CUSTO
4	11	11	10	47074.343750
4	11	11	11	38128.996094
4	11	11	12	45493.953125
4	11	11	13	50641.453125
4	11	11	14	58477.285156
4	11	11	15	45575.273438
4	11	11	16	45428.937500
4	11	11	17	47693.527344
4	11	11	18	48197.492188
4	11	11	19	56792.406250
4	11	11	20	60737.945313
4	11	11	21	51559.769531
4	11	11	22	49432.074219
4	11	11	23	51406.781250
4	11	11	24	53463.453125
5	11	11	0	33405.519531
5	2	2	1	28018.376953
5	2	2	2	22722.333984
5	11	11	3	30482.386719
5	11	11	4	48177.226563
5	11	11	5	20096.458984
5	11	11	6	18869.996094
5	11	11	7	19629.787109
5	11	11	8	23264.443359
5	11	11	9	30120.871094
5	11	11	10	18993.578125
5	11	11	11	10048.229492
5	11	11	12	17413.187500
5	11	11	13	22560.687500
5	11	11	14	30396.519531
5	11	11	15	17494.505859
5	11	11	16	17348.171875
5	11	11	17	19612.761719
5	11	11	18	20116.724609
5	11	11	19	28711.640625
5	11	11	20	32657.179688
5	11	11	21	23479.003906
5	11	11	22	21351.308594
5	11	11	23	23326.015625
5	11	11	24	25382.687500
6	2	2	0	30898.517578
6	2	2	1	22272.835938
6	2	2	2	16976.792969
6	11	11	3	29255.921875
6	2	2	4	46354.242188
6	11	11	5	18869.996094
6	11	11	6	17643.533203
6	11	11	7	18403.324219
6	11	11	8	22037.980469
6	11	11	9	28894.406250
6	11	11	10	17767.117188
6	11	11	11	8821.766602
6	11	11	12	16186.724609
6	11	11	13	21334.226563
6	11	11	14	29170.054688
6	11	11	15	16268.042969
6	11	11	16	16121.708984
6	11	11	17	18386.296875
6	11	11	18	18890.261719
6	11	11	19	27485.175781
6	11	11	20	31430.718750
6	11	11	21	22252.541016
6	11	11	22	20124.845703
6	11	11	23	22099.554688
6	11	11	24	24156.224609
7	2	2	0	32272.806641
7	2	2	1	23647.125000
7	2	2	2	18351.082031
7	11	11	3	30015.714844
7	11	11	4	47710.554688
7	11	11	5	19629.787109
7	11	11	6	18403.324219
7	11	11	7	19163.115234
7	11	11	8	22797.771484
7	11	11	9	29654.199219
7	11	11	10	18526.906250
7	11	11	11	9581.557617
7	11	11	12	16946.515625
7	11	11	13	22094.015625
7	11	11	14	29929.847656
7	11	11	15	17027.833984
7	11	11	16	16881.500000
7	11	11	17	19146.089844
7	11	11	18	19650.052734
7	11	11	19	28244.968750
7	11	11	20	32190.507813
7	11	11	21	23012.332031
7	11	11	22	20884.636719
7	11	11	23	22859.343750
7	11	11	24	24916.015625
8	2	2	0	35123.218750
8	2	2	1	26497.537109
8	2	2	2	21201.494141
8	11	11	3	33650.371094
8	2	2	4	50578.945313
8	11	11	5	23264.443359
8	11	11	6	22037.980469
8	11	11	7	22797.771484
8	11	11	8	26432.427734
8	11	11	9	33288.855469
8	11	11	10	22161.562500
8	11	11	11	13216.213867
8	11	11	12	20581.171875
8	11	11	13	25728.671875
8	11	11	14	33564.503906
8	11	11	15	20662.490234
8	11	11	16	20516.156250
8	11	11	17	22780.746094
8	11	11	18	23284.708984
8	11	11	19	31879.625000
8	11	11	20	35825.164063
8	11	11	21	26646.988281
8	11	11	22	24519.292969
8	11	11	23	26494.000000
8	11	11	24	28550.671875
9	2	2	0	41228.046875
9	2	2	1	32602.365234
9	2	2	2	27306.322266
9	11	11	3	40506.796875
9	2	2	4	56683.773438
9	11	11	5	30120.871094
9	11	11	6	28894.406250
9	11	11	7	29654.199219
9	11	11	8	33288.855469
9	11	11	9	40145.281250
9	11	11	10	29017.990234
9	11	11	11	20072.640625
9	11	11	12	27437.597656
9	11	11	13	32585.099609
9	11	11	14	40420.929688
9	11	11	15	27518.917969
9	11	11	16	27372.583984
9	11	11	17	29637.171875
9	11	11	18	30141.136719
9	11	11	19	38736.050781
9	11	11	20	42681.593750
9	11	11	21	33503.414063
9	11	11	22	31375.718750
9	11	11	23	33350.429688
9	11	11	24	35407.097656
10	11	11	0	32302.640625
10	11	11	1	29989.669922
10	2	2	2	27373.955078
10	11	11	3	29379.505859
10	11	11	4	47074.343750
10	11	11	5	18993.578125
10	11	11	6	17767.117188
10	11	11	7	18526.906250
10	11	11	8	22161.562500
10	11	11	9	29017.990234
10	11	11	10	17890.699219
10	11	11	11	8945.349609
10	11	11	12	16310.307617
10	11	11	13	21457.808594
10	11	11	14	29293.638672
10	11	11	15	16391.626953
10	11	11	16	16245.292969
10	11	11	17	18509.880859
10	11	11	18	19013.843750
10	11	11	19	27608.759766
10	11	11	20	31554.300781
10	11	11	21	22376.125000
10	11	11	22	20248.429688
10	11	11	23	22223.136719
10	11	11	24	24279.808594
11	11	11	0	23357.291016
11	11	11	1	21044.320313
11	11	2	2	19324.988281
11	11	11	3	20434.156250
11	11	11	4	38128.996094
11	11	11	5	10048.229492
11	11	11	6	8821.766602
11	11	11	7	9581.557617
11	11	11	8	13216.213867
11	11	11	9	20072.640625
11	11	11	10	8945.349609
11	11	11	11	0.000000
11	11	11	12	7364.958008
11	11	11	13	12512.458984
11	11	11	14	20348.289063
11	11	11	15	7446.276855
11	11	11	16	7299.942871
11	11	11	17	9564.531250
11	11	11	18	10068.495117
11	11	11	19	18663.410156
11	11	11	20	22608.951172
11	11	11	21	13430.774414
11	11	11	22	11303.079102
11	11	11	23	13277.787109
11	11	11	24	15334.458008
12	11	11	0	30722.250000
12	11	11	1	28409.277344
12	2	2	2	25917.656250
12	11	11	3	27799.113281
12	11	11	4	45493.953125
12	11	11	5	17413.187500
12	11	11	6	16186.724609
12	11	11	7	16946.515625
12	11	11	8	20581.171875
12	11	11	9	27437.597656
12	11	11	10	16310.307617
12	11	11	11	7364.958008
12	11	11	12	14729.916016
12	11	11	13	19877.417969
12	11	11	14	27713.246094
12	11	11	15	14811.234375
12	11	11	16	14664.900391
12	11	11	17	16929.488281
12	11	11	18	17433.453125
12	11	11	19	26028.367188
12	11	11	20	29973.910156
12	11	11	21	20795.732422
12	11	11	22	18668.037109
12	11	11	23	20642.746094
12	11	11	24	22699.416016
13	11	11	0	35869.750000
13	2	2	1	33235.480469
13	2	2	2	27939.439453
13	11	11	3	32946.617188
13	11	11	4	50641.453125
13	11	11	5	22560.687500
13	11	11	6	21334.226563
13	11	11	7	22094.015625
13	11	11	8	25728.671875
13	11	11	9	32585.099609
13	11	11	10	21457.808594
13	11	11	11	12512.458984
13	11	11	12	19877.417969
13	11	11	13	25024.917969
13	11	11	14	32860.750000
13	11	11	15	19958.736328
13	11	11	16	19812.402344
13	11	11	17	22076.990234
13	11	11	18	22580.953125
13	11	11	19	31175.869141
13	11	11	20	35121.410156
13	11	11	21	25943.234375
13	11	11	22	23815.539063
13	11	11	23	25790.246094
13	11	11	24	27846.917969
14	11	11	0	43705.578125
14	2	2	1	37590.480469
14	2	2	2	32294.439453
14	11	11	3	40782.445313
14	11	11	4	58477.285156
14	11	11	5	30396.519531
14	11	11	6	29170.054688
14	11	11	7	29929.847656
14	11	11	8	33564.503906
14	11	11	9	40420.929688
14	11	11	10	29293.638672
14	11	11	11	20348.289063
14	11	11	12	27713.246094
14	11	11	13	32860.750000
14	11	11	14	40696.578125
14	11	11	15	27794.566406
14	11	11	16	27648.232422
14	11	11	17	29912.820313
14	11	11	18	30416.785156
14	11	11	19	39011.699219
14	11	11	20	42957.242188
14	11	11	21	33779.062500
14	11	11	22	31651.367188
14	11	11	23	33626.078125
14	11	11	24	35682.746094
15	11	11	0	30803.568359
15	11	11	1	28490.597656
15	11	2	2	26771.265625
15	11	11	3	27880.433594
15	11	11	4	45575.273438
15	11	11	5	17494.505859
15	11	11	6	16268.042969
15	11	11	7	17027.833984
15	11	11	8	20662.490234
15	11	11	9	27518.917969
15	11	11	10	16391.626953
15	11	11	11	7446.276855
15	11	11	12	14811.234375
15	11	11	13	19958.736328
15	11	11	14	27794.566406
15	11	11	15	14892.553711
15	11	11	16	14746.219727
15	11	11	17	17010.808594
15	11	11	18	17514.771484
15	11	11	19	26109.687500
15	11	11	20	30055.228516
15	11	11	21	20877.050781
15	11	11	22	18749.355469
15	11	11	23	20724.064453
15	11	11	24	22780.734375
16	11	11	0	30657.234375
16	11	11	1	28344.263672
16	11	2	2	26624.929688
16	11	11	3	27734.099609
16	11	11	4	45428.937500
16	11	11	5	17348.171875
16	11	11	6	16121.708984
16	11	11	7	16881.500000
16	11	11	8	20516.156250
16	11	11	9	27372.583984
16	11	11	10	16245.292969
16	11	11	11	7299.942871
16	11	11	12	14664.900391
16	11	11	13	19812.402344
16	11	11	14	27648.232422
16	11	11	15	14746.219727
16	11	11	16	14599.885742
16	11	11	17	16864.474609
16	11	11	18	17368.437500
16	11	11	19	25963.353516
16	11	11	20	29908.894531
16	11	11	21	20730.716797
16	11	11	22	18603.021484
16	11	11	23	20577.730469
16	11	11	24	22634.400391
17	11	11	0	32921.820313
17	11	11	1	30608.851563
17	11	2	2	28889.519531
17	11	11	3	29998.687500
17	11	11	4	47693.527344
17	11	11	5	19612.761719
17	11	11	6	18386.296875
17	11	11	7	19146.089844
17	11	11	8	22780.746094
17	11	11	9	29637.171875
17	11	11	10	18509.880859
17	11	11	11	9564.531250
17	11	11	12	16929.488281
17	11	11	13	22076.990234
17	11	11	14	29912.820313
17	11	11	15	17010.808594
17	11	11	16	16864.474609
17	11	11	17	19129.062500
17	11	11	18	19633.027344
17	11	11	19	28227.941406
17	11	11	20	32173.482422
17	11	11	21	22995.304688
17	11	11	22	20867.609375
17	11	11	23	22842.318359
17	11	11	24	24898.988281
18	11	11	0	33425.785156
18	11	11	1	31112.816406
18	11	2	2	29393.482422
18	11	11	3	30502.652344
18	11	11	4	48197.492188
18	11	11	5	20116.724609
18	11	11	6	18890.261719
18	11	11	7	19650.052734
18	11	11	8	23284.708984
18	11	11	9	30141.136719
18	11	11	10	19013.843750
18	11	11	11	10068.495117
18	11	11	12	17433.453125
18	11	11	13	22580.953125
18	11	11	14	30416.785156
18	11	11	15	17514.771484
18	11	11	16	17368.437500
18	11	11	17	19633.027344
18	11	11	18	20136.990234
18	11	11	19	28731.906250
18	11	11	20	32677.445313
18	11	11	21	23499.269531
18	11	11	22	21371.574219
18	11	11	23	23346.281250
18	11	11	24	25402.953125
19	11	11	0	42020.703125
19	11	11	1	39707.730469
19	2	2	2	34700.992188
19	11	11	3	39097.566406
19	11	11	4	56792.406250
19	11	11	5	28711.640625
19	11	11	6	27485.175781
19	11	11	7	28244.968750
19	11	11	8	31879.625000
19	11	11	9	38736.050781
19	11	11	10	27608.759766
19	11	11	11	18663.410156
19	11	11	12	26028.367188
19	11	11	13	31175.869141
19	11	11	14	39011.699219
19	11	11	15	26109.687500
19	11	11	16	25963.353516
19	11	11	17	28227.941406
19	11	11	18	28731.906250
19	11	11	19	37326.820313
19	11	11	20	41272.359375
19	11	11	21	32094.183594
19	11	11	22	29966.488281
19	11	11	23	31941.197266
19	11	11	24	33997.867188
20	11	11	0	45966.242188
20	11	11	1	43653.273438
20	11	2	2	41933.937500
20	11	11	3	43043.109375
20	11	11	4	60737.945313
20	11	11	5	32657.179688
20	11	11	6	31430.718750
20	11	11	7	32190.507813
20	11	11	8	35825.164063
20	11	11	9	42681.593750
20	11	11	10	31554.300781
20	11	11	11	22608.951172
20	11	11	12	29973.910156
20	11	11	13	35121.410156
20	11	11	14	42957.242188
20	11	11	15	30055.228516
20	11	11	16	29908.894531
20	11	11	17	32173.482422
20	11	11	18	32677.445313
20	11	11	19	41272.359375
20	11	11	20	45217.902344
20	11	11	21	36039.726563
20	11	11	22	33912.031250
20	11	11	23	35886.738281
20	11	11	24	37943.410156
21	11	11	0	36788.066406
21	11	11	1	34475.093750
21	11	2	2	32755.761719
21	11	11	3	33864.929688
21	11	11	4	51559.769531
21	11	11	5	23479.003906
21	11	11	6	22252.541016
21	11	11	7	23012.332031
21	11	11	8	26646.988281
21	11	11	9	33503.414063
21	11	11	10	22376.125000
21	11	11	11	13430.774414
21	11	11	12	20795.732422
21	11	11	13	25943.234375
21	11	11	14	33779.062500
21	11	11	15	20877.050781
21	11	11	16	20730.716797
21	11	11	17	22995.304688
21	11	11	18	23499.269531
21	11	11	19	32094.183594
21	11	11	20	36039.726563
21	11	11	21	26861.548828
21	11	11	22	24733.853516
21	11	11	23	26708.562500
21	11	11	24	28765.232422
22	11	11	0	34660.371094
22	11	11	1	32347.398438
22	11	2	2	30628.066406
22	11	11	3	31737.234375
22	11	11	4	49432.074219
22	11	11	5	21351.308594
22	11	11	6	20124.845703
22	11	11	7	20884.636719
22	11	11	8	24519.292969
22	11	11	9	31375.718750
22	11	11	10	20248.429688
22	11	11	11	11303.079102
22	11	11	12	18668.037109
22	11	11	13	23815.539063
22	11	11	14	31651.367188
22	11	11	15	18749.355469
22	11	11	16	18603.021484
22	11	11	17	20867.609375
22	11	11	18	21371.574219
22	11	11	19	29966.488281
22	11	11	20	33912.031250
22	11	11	21	24733.853516
22	11	11	22	22606.158203
22	11	11	23	24580.867188
22	11	11	24	26637.537109
23	11	11	0	36635.078125
23	11	11	1	34322.109375
23	11	2	2	32602.775391
23	11	11	3	33711.945313
23	11	11	4	51406.781250
23	11	11	5	23326.015625
23	11	11	6	22099.554688
23	11	11	7	22859.343750
23	11	11	8	26494.000000
23	11	11	9	33350.429688
23	11	11	10	22223.136719
23	11	11	11	13277.787109
23	11	11	12	20642.746094
23	11	11	13	25790.246094
23	11	11	14	33626.078125
23	11	11	15	20724.064453
23	11	11	16	20577.730469
23	11	11	17	22842.318359
23	11	11	18	23346.281250
23	11	11	19	31941.197266
23	11	11	20	35886.738281
23	11	11	21	26708.562500
23	11	11	22	24580.867188
23	11	11	23	26555.574219
23	11	11	24	28612.246094
24	11	11	0	38691.750000
24	11	11	1	36378.777344
24	11	2	2	34659.445313
24	11	11	3	35768.613281
24	11	11	4	53463.453125
24	11	11	5	25382.687500
24	11	11	6	24156.224609
24	11	11	7	24916.015625
24	11	11	8	28550.671875
24	11	11	9	35407.097656
24	11	11	10	24279.808594
24	11	11	11	15334.458008
24	11	11	12	22699.416016
24	11	11	13	27846.917969
24	11	11	14	35682.746094
24	11	11	15	22780.734375
24	11	11	16	22634.400391
24	11	11	17	24898.988281
24	11	11	18	25402.953125
24	11	11	19	33997.867188
24	11	11	20	37943.410156
24	11	11	21	28765.232422
24	11	11	22	26637.537109
24	11	11	23	28612.246094
24	11	11	24	30668.916016
